user_id,age,drinks_coffee,height
4509,<21,False,64.53817904453359
1864,>=21,True,65.82424888787415
2060,<21,False,71.31985411358406
7875,>=21,True,68.56940373214746
6254,<21,True,64.02022563141807
3742,<21,False,63.491779758171084
4996,>=21,True,70.82845531963768
5695,>=21,False,75.22804585857685
2619,<21,False,66.35323070378948
2368,>=21,True,66.2086558318893
3784,<21,False,63.01199819464516
6103,>=21,True,68.90568627078885
1861,<21,True,62.64682032613945
5543,>=21,True,70.63973052501186
5875,<21,False,63.91551535332872
5256,>=21,True,71.81563046227366
7038,>=21,True,67.24423540093142
2132,>=21,True,68.64132385451472
3693,>=21,True,68.83543375264664
7619,<21,False,67.58447731785355
6345,<21,False,66.64307077402935
3651,<21,False,63.35389389062713
8178,>=21,True,67.12843175533622
2387,>=21,True,70.5463576577836
5460,>=21,True,72.13547380179973
4671,>=21,True,71.24221067361246
8078,>=21,True,67.53267631315352
3071,<21,True,64.74170063905193
2204,<21,False,67.11177964711722
6263,<21,False,66.6553427227113
5160,>=21,True,70.47637027816452
7320,>=21,True,68.03779296593163
4811,>=21,True,70.02329527822174
2617,>=21,False,70.28886481670483
3011,<21,False,65.12179883948183
3820,<21,False,63.86538088080749
2559,>=21,True,71.46065628864498
5561,>=21,True,68.99034245722873
4646,<21,True,63.56405070951955
2144,>=21,True,71.39575220072047
7040,<21,False,65.65030152414644
3805,<21,True,63.791531490140656
2438,>=21,True,66.50225130841665
7748,>=21,True,71.53781258216688
6480,>=21,True,66.25042108645859
3411,>=21,True,69.14041550365131
3171,>=21,True,70.21290234261433
2061,<21,False,69.48753863726854
1884,>=21,False,73.9349969792196
6596,<21,False,62.49441593777159
4064,>=21,True,67.30547501995457
5490,>=21,True,67.51257500144058
2029,<21,False,62.70912983764607
6201,<21,True,63.85486636260574
5746,<21,False,63.406755420981206
4979,>=21,True,68.66238796902174
5420,<21,False,62.10480145571656
5874,<21,False,64.1712869330812
3464,>=21,True,67.32523562545832
6266,>=21,True,69.17889340007943
5641,<21,False,60.10101072876596
3824,>=21,True,70.14204932332773
3991,<21,False,68.84734217356217
5675,<21,False,67.49948309839935
5233,>=21,True,72.47855650483115
5707,>=21,True,68.02667099289287
6614,<21,False,62.761851884651506
4217,<21,False,70.06784607638572
7021,>=21,True,69.96198557598365
4198,>=21,True,68.69368774720871
6609,>=21,True,71.28412476623228
4311,>=21,False,71.44697824181092
4194,<21,False,67.99207716294698
4865,>=21,True,68.46010304679466
4965,>=21,True,69.50501749550885
6138,>=21,False,72.6262687146877
2252,<21,True,65.27344131489512
6333,<21,False,73.22785153593168
6165,<21,False,72.88031962263327
3484,>=21,True,65.11531216360353
1925,<21,False,63.755982367796854
4992,>=21,True,66.65438484782098
7963,>=21,True,72.38710499087867
3521,<21,False,68.21612172457581
7031,<21,False,64.34713232521003
3337,>=21,True,67.15416297798684
7970,<21,True,63.652813739819855
5079,>=21,True,71.04207123207568
5398,<21,False,66.58817514860318
6016,<21,False,69.4760948184243
3537,<21,False,66.20133490571004
7732,<21,True,64.8174830142669
7078,<21,False,67.58460466985359
2423,>=21,True,69.54005180757561
7130,>=21,True,66.49148410366244
7791,>=21,False,69.31366669148967
6906,>=21,True,69.54394437262181
5666,<21,False,63.64788437283888
5754,<21,False,61.543689605527334
2589,<21,False,70.80435411060384
4149,>=21,False,71.98980987280618
4635,>=21,True,66.75384330711395
4388,<21,False,64.776839110626
8165,>=21,True,69.60590617822128
1845,<21,True,65.07860898062019
2448,>=21,True,68.90769246258985
3427,>=21,True,68.84982149767833
2613,<21,False,68.97931765333485
7120,>=21,True,71.82734810726959
5307,>=21,True,70.01504191863707
2735,<21,True,63.59737385498453
4627,<21,True,64.19929239836176
3767,<21,False,63.70086697786846
2084,<21,False,67.39420515643016
6110,>=21,True,68.9399254706523
5359,>=21,True,68.93497082741952
7640,<21,False,71.51095287490985
6751,<21,False,63.86799676297737
2499,>=21,True,67.54790131675037
3278,<21,False,67.56157610210845
5553,<21,False,69.74824478194147
2427,<21,False,67.10376990925036
2377,<21,False,70.04590241753385
3803,>=21,True,70.44097517385953
5125,<21,True,65.91934980111722
6989,>=21,True,69.31909551293673
7217,<21,False,66.68279146214705
4609,<21,False,66.79549832436287
3461,>=21,True,72.19215768155853
7039,<21,False,59.893284628917876
4391,>=21,True,68.61793909702315
8052,<21,False,68.41820467688675
2206,>=21,True,67.54160581974658
4150,>=21,True,67.26440021221777
3791,<21,False,62.54400048028881
4899,>=21,True,66.94213742161644
6327,<21,False,72.72117585275863
4491,>=21,True,68.45982812220518
2172,>=21,True,70.17220091832036
3860,>=21,True,71.36655671298608
2453,>=21,True,70.40260680732452
7491,<21,False,67.94225016084548
3430,<21,False,67.8252679862489
2624,>=21,True,66.61778936834004
7327,<21,False,64.85182467525007
4288,>=21,True,68.5716757856094
4351,>=21,True,68.95244425277643
8097,>=21,True,68.44881580895013
3032,<21,True,63.401727345423936
7747,>=21,True,70.24507211471087
7050,<21,False,71.53443232146032
2215,<21,True,65.05696202485446
5291,<21,False,66.14760221677598
3423,>=21,True,66.10805162153527
6385,<21,False,66.94481037434515
6841,>=21,True,70.18668374845112
5347,>=21,True,68.593410735958
5658,>=21,True,66.05088924057131
7612,>=21,True,68.89914992064342
7946,>=21,True,71.98649256432178
4209,>=21,True,69.9287607930166
5574,<21,False,69.25053880157573
7108,>=21,True,70.67057159751634
5767,<21,False,60.79921155745384
8063,>=21,True,70.86789762181483
7162,>=21,False,70.7380581793224
6300,<21,True,66.20915568565428
4610,>=21,True,66.67020308096781
7839,>=21,True,69.40845806028396
3082,>=21,True,65.97142928612449
2094,<21,True,63.83008111088385
7935,>=21,True,66.26462328161733
3353,>=21,True,68.24951766580001
1889,>=21,True,71.4266016844826
8057,<21,True,63.285464314710104
5372,>=21,True,70.23809008797652
4761,>=21,True,71.2197109287731
8076,<21,False,56.21949210533291
5041,>=21,True,69.99651022742596
7885,>=21,True,70.52430795229888
5813,<21,False,61.7779946160804
7787,>=21,True,70.4336795573764
4637,>=21,True,69.9702480811986
5498,>=21,True,68.07751353977578
3493,>=21,True,68.63940849380322
4330,>=21,True,67.9856664347266
6171,>=21,True,69.706590000865
2073,>=21,True,68.69615434592531
3110,>=21,True,70.85573550330541
2806,<21,True,64.33150237454169
6845,<21,False,65.2685868172165
3950,>=21,True,68.94494673877209
6783,>=21,True,71.20160593574866
6656,>=21,True,67.60220488936933
5470,>=21,True,69.60279833696103
4738,<21,False,64.52719964361481
6741,<21,False,68.64072757443084
7173,<21,False,61.177631338027055
5936,>=21,True,67.50679553767438
7673,>=21,False,72.36426704359361
7027,>=21,True,70.56770572311042
5092,<21,False,64.14422177927013
6544,<21,False,65.52855786032184
3368,<21,False,69.58663505452743
4222,>=21,True,69.6931873595083
1943,>=21,True,68.62188291752018
3214,<21,False,68.71745207263324
6942,>=21,True,68.72466824392347
7403,<21,False,64.98100351663662
6563,>=21,True,73.99621281970886
3380,<21,False,71.29971469665564
3582,>=21,True,66.6891607058367
7745,>=21,True,68.77792266697453
7837,>=21,True,69.94976209179515
5605,>=21,False,70.61982930631065
2606,<21,False,59.98926531505954
1948,<21,False,63.983190762946684
7746,>=21,True,71.01812657338267
6789,>=21,True,69.04956371724141
3356,>=21,True,69.00844791614882
4590,>=21,True,68.16862810745747
5083,>=21,True,69.18988235728492
2894,>=21,True,69.1096221530025
4329,>=21,True,69.46007006469921
7405,>=21,True,67.99506013071196
2012,>=21,True,66.9814669526991
4027,>=21,True,69.76269368605584
4850,>=21,True,67.66109754936149
3308,>=21,True,64.531598567645
7318,>=21,True,70.63019046237493
3792,>=21,True,70.05588975722621
5077,<21,True,64.3650560863057
2830,<21,False,65.62587072212133
4442,>=21,True,72.26993728943567
4056,>=21,True,72.78946754867924
3166,>=21,True,72.91148104417148
7741,>=21,True,67.55474573564094
7900,<21,False,64.35657257711543
6782,<21,False,68.80506435213717
5066,>=21,True,69.69747590815479
1923,<21,False,64.70602261544371
5352,<21,False,64.70227179769373
3269,>=21,True,68.21367707965565
6129,>=21,True,66.57330959055335
4127,>=21,True,71.77143781146671
7269,<21,False,63.475646402000535
4591,>=21,True,67.11772225045362
3576,>=21,True,67.7619163065249
6628,>=21,True,68.21302227679723
5792,<21,False,58.900279809469716
4942,<21,False,63.01251608234976
2647,>=21,False,71.84792578776204
4571,>=21,True,65.56497140552803
5709,>=21,False,69.80200276221858
3183,>=21,True,69.57395174487633
2047,>=21,True,67.58009585131275
6530,>=21,True,70.48042314933068
1940,>=21,True,67.90958843810802
6932,<21,False,66.0634893272809
7993,<21,False,67.1607570012584
2312,>=21,True,70.63549689910553
2818,<21,False,63.03780823898846
2743,>=21,True,71.2225994907264
2031,<21,True,62.0547465360625
7475,>=21,True,66.02603592969463
6975,>=21,True,69.54623453484466
3391,<21,False,68.27354636869276
5262,>=21,True,71.09281801295684
7676,<21,True,63.74597052877731
6526,>=21,True,69.67821912736592
1907,>=21,True,72.20796169768683
2332,<21,False,68.37449899794244
4185,<21,True,64.19877026077698
6573,>=21,True,68.62801000636757
